category	subcategory	disease	term
D05	D051	CARCINOMA IN SITU INTRACANALICULAR	Canonical
D05	D057	OTROS CARCINOMAS IN SITU DE LA MAMA	Canonical
D05	D059	CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA	Canonical
D06	D06	CARCINOMA IN SITU DEL CUELLO DEL ÚTERO	Canonical
D06	D060	CARCINOMA IN SITU DEL ENDOCÉRVIX	Canonical
D06	D061	CARCINOMA IN SITU DEL EXOCÉRVIX	Canonical
D06	D067	CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO	Canonical
D06	D069	CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA	Canonical
D07	D07	CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES Y DE LOS NO ESPECIFICADOS	Canonical
D07	D070	CARCINOMA IN SITU DEL ENDOMETRIO	Canonical
D07	D071	CARCINOMA IN SITU DE LA VULVA	Canonical
D07	D072	CARCINOMA IN SITU DE LA VAGINA	Canonical
D07	D073	CARCINOMA IN SITU DE OTROS SITIOS DE ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS	Canonical
D07	D074	CARCINOMA IN SITU DEL PENE	Canonical
D07	D075	CARCINOMA IN SITU DE LA PRÓSTATA	Canonical
D07	D076	CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS	Canonical
D09	D09	CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS	Canonical
D09	D090	CARCINOMA IN SITU DE LA VEJIGA	Canonical
D09	D091	CARCINOMA IN SITU DE OTROS ÓRGANOS URINARIOS Y DE LOS NO ESPECIFICADOS	Canonical
D09	D092	CARCINOMA IN SITU DEL OJO	Canonical
D09	D093	CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS	Canonical
D09	D097	CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS	Canonical
D09	D099	CARCINOMA IN SITU, SITIO NO ESPECIFICADO	Canonical
D10	D10	TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE	Canonical
D10	D100	TUMOR BENIGNO DEL LABIO	Canonical
D10	D101	TUMOR BENIGNO DE LA LENGUA	Canonical
D10	D102	TUMOR BENIGNO DEL PISO DE LA BOCA	Canonical
D10	D103	TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA	Canonical
D10	D104	TUMOR BENIGNO DE LA AMÍGDALA	Canonical
D10	D105	TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE	Canonical
D10	D106	TUMOR BENIGNO DE LA NASOFARINGE	Canonical
D10	D107	TUMOR BENIGNO DE LA HIPOFARINGE	Canonical
D10	D109	TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA	Canonical
D11	D11	TUMOR BENIGNO DE LAS GLÁNDULAS SALIVALES MAYORES	Canonical
D11	D110	TUMOR BENIGNO DE LA GLÁNDULA PARÓTIDA	Canonical
D11	D117	TUMOR BENIGNO DE OTRAS GLÁNDULAS SALIVALES MAYORES ESPECIFICADAS	Canonical
D11	D119	TUMOR BENIGNO DE LA GLÁNDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACIÓN	Canonical
D12	D12	TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO	Canonical
D12	D120	TUMOR BENIGNO DEL CIEGO	Canonical
D12	D121	TUMOR BENIGNO DEL APÉNDICE	Canonical
D12	D122	TUMOR BENIGNO DEL COLON ASCENDENTE	Canonical
D12	D123	TUMOR BENIGNO DEL COLON TRANSVERSO	Canonical
D12	D124	TUMOR BENIGNO DEL COLON DESCENDENTE	Canonical
D12	D125	TUMOR BENIGNO DEL COLON SIGMOIDE	Canonical
D12	D126	TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA	Canonical
D12	D127	TUMOR BENIGNO DE LA UNIÓN RECTOSIGMOIDEA	Canonical
D12	D128	TUMOR BENIGNO DEL RECTO	Canonical
D12	D129	TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO	Canonical
D13	D13	TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO	Canonical
D13	D130	TUMOR BENIGNO DEL ESÓFAGO	Canonical
D13	D131	TUMOR BENIGNO DEL ESTÓMAGO	Canonical
D13	D132	TUMOR BENIGNO DEL DUODENO	Canonical
D13	D133	TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO	Canonical
D13	D134	TUMOR BENIGNO DEL HÍGADO	Canonical
D13	D135	TUMOR BENIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS	Canonical
D13	D136	TUMOR BENIGNO DEL PÁNCREAS	Canonical
D13	D137	TUMOR BENIGNO DEL PÁNCREAS ENDOCRINO	Canonical
D13	D139	TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO	Canonical
D14	D14	TUMOR BENIGNO DEL OÍDO MEDIO Y DEL SISTEMA RESPIRATORIO	Canonical
D14	D140	TUMOR BENIGNO DEL OÍDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES	Canonical
D14	D141	TUMOR BENIGNO DE LA LARINGE	Canonical
D14	D142	TUMOR BENIGNO DE LA TRÁQUEA	Canonical
D14	D143	TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMÓN	Canonical
D14	D144	TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO	Canonical
D15	D15	TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS Y DE LOS NO ESPECIFICADOS	Canonical
D15	D150	TUMOR BENIGNO DEL TIMO	Canonical
D15	D151	TUMOR BENIGNO DEL CORAZÓN	Canonical
D15	D152	TUMOR BENIGNO DEL MEDIASTINO	Canonical
D15	D157	TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS ESPECIFICADOS	Canonical
D15	D159	TUMOR BENIGNO DE ÓRGANO INTRATORÁCICO NO ESPECIFICADO	Canonical
D16	D16	TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR	Canonical
D16	D160	TUMOR BENIGNO DEL OMÓPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR	Canonical
D16	D161	TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR	Canonical
D16	D162	TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR	Canonical
D16	D163	TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR	Canonical
D16	D164	TUMOR BENIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA	Canonical
D16	D165	TUMOR BENIGNO DEL MAXILAR INFERIOR	Canonical
D16	D166	TUMOR BENIGNO DE LA COLUMNA VERTEBRAL	Canonical
D16	D167	TUMOR BENIGNO DE LAS COSTILLAS, ESTERNÓN Y CLAVÍCULA	Canonical
D16	D168	TUMOR BENIGNO DE LOS HUESOS PÉLVICOS, SACRO Y CÓCCIX	Canonical
D16	D169	TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, SITIO NO ESPECIFICADO	Canonical
D17	D17	TUMORES BENIGNOS LIPOMATOSOS	Canonical
D17	D170	TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE CABEZA, CARA Y CUELLO	Canonical
D17	D171	TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DEL TRONCO	Canonical
D17	D172	TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE MIEMBROS	Canonical
D17	D173	TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS	Canonical
D17	D174	TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRATORÁCICOS	Canonical
D17	D175	TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES	Canonical
D17	D176	TUMOR BENIGNO LIPOMATOSO DEL CORDÓN ESPERMÁTICO	Canonical
D17	D177	TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS	Canonical
D17	D179	TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO	Canonical
D18	D18	HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO	Canonical
D18	D180	HEMANGIOMA, DE CUALQUIER SITIO	Canonical
D18	D181	LINFANGIOMA, DE CUALQUIER SITIO	Canonical
D19	D19	TUMORES BENIGNOS DEL TEJIDO MESOTELIAL	Canonical
D19	D190	TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA	Canonical
D19	D191	TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO	Canonical
D19	D197	TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS	Canonical
D19	D199	TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO	Canonical
D20	D20	TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO	Canonical
D20	D200	TUMOR BENIGNO DEL RETROPERITONEO	Canonical
D20	D201	TUMOR BENIGNO DEL PERITONEO	Canonical
D21	D21	OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS	Canonical
D21	D210	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO	Canonical
D21	D211	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO	Canonical
D21	D212	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA	Canonical
D21	D213	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TÓRAX	Canonical
D21	D214	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN	Canonical
D21	D215	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS	Canonical
D21	D216	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACIÓN	Canonical
D21	D219	TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO	Canonical
D22	D22	NEVO MELANOCÍTICO	Canonical
D22	D220	NEVO MELANOCÍTICO DEL LABIO	Canonical
D22	D221	NEVO MELANOCÍTICO DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL	Canonical
D22	D222	NEVO MELANOCÍTICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO	Canonical
D22	D223	NEVO MELANOCÍTICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA	Canonical
D22	D224	NEVO MELANOCÍTICO DEL CUERO CABELLUDO Y DEL CUELLO	Canonical
D22	D225	NEVO MELANOCÍTICO DEL TRONCO	Canonical
D22	D226	NEVO MELANOCÍTICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO	Canonical
D22	D227	NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA	Canonical
D22	D229	NEVO MELANOCÍTICO, SITIO NO ESPECIFICADO	Canonical
D23	D23	OTROS TUMORES BENIGNOS DE LA PIEL	Canonical
D23	D230	TUMOR BENIGNO DE LA PIEL DEL LABIO	Canonical
D23	D231	TUMOR BENIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL	Canonical
D23	D232	TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO	Canonical
D23	D233	TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA	Canonical
D23	D234	TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO	Canonical
D23	D235	TUMOR BENIGNO DE LA PIEL DEL TRONCO	Canonical
D23	D236	TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO	Canonical
D23	D237	TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA	Canonical
D23	D239	TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO	Canonical
D24	D24X	TUMOR BENIGNO DE LA MAMA	Canonical
D25	D25	LEIOMIOMA DEL ÚTERO	Canonical
D25	D250	LEIOMIOMA SUBMUCOSO DEL ÚTERO	Canonical
D25	D251	LEIOMIOMA INTRAMURAL DEL ÚTERO	Canonical
D25	D252	LEIOMIOMA SUBSEROSO DEL ÚTERO	Canonical
D25	D259	LEIOMIOMA DEL ÚTERO, SIN OTRA ESPECIFICACIÓN	Canonical
D26	D26	OTROS TUMORES BENIGNOS DEL ÚTERO	Canonical
D26	D260	TUMOR BENIGNO DEL CUELLO DEL ÚTERO	Canonical
D26	D261	TUMOR BENIGNO DEL CUERPO DEL ÚTERO	Canonical
D26	D267	TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL ÚTERO	Canonical
D26	D269	TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA	Canonical
D27	D27X	TUMOR BENIGNO DEL OVARIO	Canonical
D28	D28	TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS	Canonical
D28	D280	TUMOR BENIGNO DE LA VULVA	Canonical
D28	D281	TUMOR BENIGNO DE LA VAGINA	Canonical
D28	D282	TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS	Canonical
D28	D287	TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ÓRGANOS GENITALES FEMENINOS	Canonical
D28	D289	TUMOR BENIGNO DE ÓRGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO	Canonical
D29	D29	TUMOR BENIGNO DE LOS ÓRGANOS GENITALES MASCULINOS	Canonical
D29	D290	TUMOR BENIGNO DEL PENE	Canonical
D29	D291	TUMOR BENIGNO DE LA PRÓSTATA	Canonical
D29	D292	TUMOR BENIGNO DE LOS TESTÍCULOS	Canonical
D29	D293	TUMOR BENIGNO DEL EPIDÍDIMO	Canonical
D29	D294	TUMOR BENIGNO DEL ESCROTO	Canonical
D29	D297	TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES MASCULINOS	Canonical
D29	D299	TUMOR BENIGNO DE ÓRGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO	Canonical
D30	D30	TUMOR BENIGNO DE LOS ÓRGANOS URINARIOS	Canonical
D30	D300	TUMOR BENIGNO DEL RIÑÓN	Canonical
D30	D301	TUMOR BENIGNO DE LA PELVIS RENAL	Canonical
D30	D302	TUMOR BENIGNO DEL URÉTER	Canonical
D30	D303	TUMOR BENIGNO DE LA VEJIGA	Canonical
D30	D304	TUMOR BENIGNO DE LA URETRA	Canonical
D30	D307	TUMOR BENIGNO DE OTROS ÓRGANOS URINARIOS	Canonical
D30	D309	TUMOR BENIGNO DE ÓRGANO URINARIO NO ESPECIFICADO	Canonical
D31	D31	TUMOR BENIGNO DEL OJO Y SUS ANEXOS	Canonical
D31	D310	TUMOR BENIGNO DE LA CONJUNTIVA	Canonical
D31	D311	TUMOR BENIGNO DE LA CÓRNEA	Canonical
D31	D312	TUMOR BENIGNO DE LA RETINA	Canonical
D31	D313	TUMOR BENIGNO DE LA COROIDES	Canonical
D31	D314	TUMOR BENIGNO DEL CUERPO CILIAR	Canonical
D31	D315	TUMOR BENIGNO DE LAS GLÁNDULAS Y DE LOS CONDUCTOS LAGRIMALES	Canonical
D31	D316	TUMOR BENIGNO DE LA ÓRBITA, PARTE NO ESPECIFICADA	Canonical
D31	D319	TUMOR BENIGNO DEL OJO, PARTE NO ESPECIFICADA	Canonical
D32	D32	TUMORES BENIGNOS DE LAS MENINGES	Canonical
D32	D320	TUMOR BENIGNO DE LAS MENINGES CEREBRALES	Canonical
D32	D321	TUMOR BENIGNO DE LAS MENINGES RAQUÍDEAS	Canonical
D32	D329	TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA	Canonical
D33	D33	TUMOR BENIGNO DEL ENCÉFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL	Canonical
D33	D330	TUMOR BENIGNO DEL ENCÉFALO, SUPRATENTORIAL	Canonical
D33	D331	TUMOR BENIGNO DEL ENCÉFALO, INFRATENTORIAL	Canonical
D33	D332	TUMOR BENIGNO DEL ENCÉFALO, PARTE NO ESPECIFICADA	Canonical
D33	D333	TUMOR BENIGNO DE LOS NERVIOS CRANEALES	Canonical
D33	D334	TUMOR BENIGNO DE LA MÉDULA ESPINAL	Canonical
D33	D337	TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL	Canonical
D33	D339	TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO	Canonical
D34	D34X	TUMOR BENIGNO DE LA GLÁNDULA TIROIDES	Canonical
D35	D35	TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS Y DE LAS NO ESPECIFICADAS	Canonical
D35	D350	TUMOR BENIGNO DE LA GLÁNDULA SUPRARRENAL	Canonical
D35	D351	TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES	Canonical
D35	D352	TUMOR BENIGNO DE LA HIPÓFISIS	Canonical
D35	D353	TUMOR BENIGNO DEL CONDUCTO CRANEOFARINGEO	Canonical
D35	D354	TUMOR BENIGNO DE LA GLÁNDULA PINEAL	Canonical
D35	D355	TUMOR BENIGNO DEL CUERPO CAROTÍDEO	Canonical
D35	D356	TUMOR BENIGNO DEL CUERPO AÓRTICO Y DE OTROS CUERPOS CROMAFINES	Canonical
D35	D357	TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS ESPECIFICADAS	Canonical
D35	D358	TUMOR BENIGNO PLURIGLANDULAR	Canonical
D35	D359	TUMOR BENIGNO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA	Canonical
D36	D36	TUMOR BENIGNO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS	Canonical
D36	D360	TUMOR BENIGNO DE LOS GANGLIOS LINFÁTICOS	Canonical
D36	D361	TUMOR BENIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO	Canonical
D36	D367	TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS	Canonical
D36	D369	TUMOR BENIGNO DE SITIO NO ESPECIFICADO	Canonical
D37	D37	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA CAVIDAD BUCAL Y DE LOS ÓRGANOS DIGESTIVOS	Canonical
D37	D370	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE	Canonical
D37	D371	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTÓMAGO	Canonical
D37	D372	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL INTESTINO DELGADO	Canonical
D37	D373	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL APÉNDICE	Canonical
D37	D374	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON	Canonical
D37	D375	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO	Canonical
D37	D376	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR	Canonical
D37	D377	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS	Canonical
D37	D379	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS DIGESTIVOS, SITIO NO ESPECIFICADO	Canonical
D38	D38	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OÍDO MEDIO Y DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS	Canonical
D38	D380	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE	Canonical
D38	D381	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRÁQUEA, DE LOS BRONQUIOS Y DEL PULMÓN	Canonical
D38	D382	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLEURA	Canonical
D38	D383	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL MEDIASTINO	Canonical
D38	D384	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TIMO	Canonical
D38	D385	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS RESPIRATORIOS Y DEL OÍDO MEDIO	Canonical
D38	D386	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO	Canonical
D39	D39	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ÓRGANOS GENITALES FEMENINOS	Canonical
D39	D390	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ÚTERO	Canonical
D39	D391	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OVARIO	Canonical
D39	D392	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLACENTA	Canonical
D39	D397	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES FEMENINOS	Canonical
D39	D399	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO GENITAL FEMENINO NO ESPECIFICADO	Canonical
D40	D40	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ÓRGANOS GENITALES MASCULINOS	Canonical
D40	D400	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PRÓSTATA	Canonical
D40	D401	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTÍCULO	Canonical
D40	D407	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES MASCULINOS	Canonical
D40	D409	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO GENITAL MASCULINO NO ESPECIFICADO	Canonical
D41	D41	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ÓRGANOS URINARIOS	Canonical
D41	D410	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑÓN	Canonical
D41	D411	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PELVIS RENAL	Canonical
D41	D412	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL URÉTER	Canonical
D41	D413	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA URETRA	Canonical
D41	D414	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA	Canonical
D41	D417	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS URINARIOS	Canonical
D41	D419	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO URINARIO NO ESPECIFICADO	Canonical
D42	D42	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES	Canonical
D42	D420	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES CEREBRALES	Canonical
D42	D421	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES RAQUÍDEAS	Canonical
D42	D429	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES, PARTE NO ESPECIFICADA	Canonical
D43	D43	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO Y DEL SISTEMA NERVIOSO CENTRAL	Canonical
D43	D430	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, SUPRATENTORIAL	Canonical
D43	D431	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, INFRATENTORIAL	Canonical
D43	D432	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, PARTE NO ESPECIFICADA	Canonical
D43	D433	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS CRANEALES	Canonical
D43	D434	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MÉDULA ESPINAL	Canonical
D43	D437	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL	Canonical
D43	D439	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO	Canonical
D44	D44	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS GLÁNDULAS ENDOCRINAS	Canonical
D44	D440	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA TIROIDES	Canonical
D44	D441	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA SUPRARRENAL	Canonical
D44	D442	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA PARATIROIDES	Canonical
D44	D443	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA HIPÓFISIS	Canonical
D44	D444	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CONDUCTO CRANEOFARÍNGEO	Canonical
D44	D445	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA PINEAL	Canonical
D44	D446	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO CAROTÍDEO	Canonical
D44	D447	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO AÓRTICO Y OTROS CUERPOS CROMAFINES	Canonical
D44	D448	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO CON AFECTACIÓN PLURIGLANDULAR	Canonical
D44	D449	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA	Canonical
D45	D45X	POLICITEMIA VERA	Canonical
D46	D46	SÍNDROMES MIELODISPLÁSICOS	Canonical
D46	D460	ANEMIA REFRACTARIA SIN SIDEROBLASTOS EN FORMA DE ANILLO, ASÍ DESCRITA	Canonical
D46	D461	ANEMIA REFRACTARIA CON SIDEROBLASTOS EN FORMA DE ANILLO	Canonical
