category	subcategory	disease	term
E00	E009	Hipotiroidismo por deficiencia congénita de yodo SAI	Inclusion
E01	E010	Bocio difuso relacionado con deficiencia de yodo	Canonical
E01	E010	Bocio difuso endémico relacionado con deficiencia de yodo	Canonical
E01	E011	Bocio multinodular relacionado con deficiencia de yodo	Canonical
E01	E011	Bocio multinodular endémico relacionado con deficiencia de yodo	Canonical
E01	E011	Bocio nodular relacionado con deficiencia de yodo	Inclusion
E01	E012	Bocio endémico relacionado con deficiencia de yodo, no especificado	Canonical
E01	E012	Bocio endémico SAI	Inclusion
E01	E018	Otros trastornos de la tiroides relacionados con deficiencia de yodo y afecciones similares	Canonical
E01	E018	Hipotiroidismo adquirido por deficiencia de yodo SAI	Inclusion
E03	E030	Hipotiroidismo congénito con bocio difuso	Canonical
E03	E030	Bocio congénito SAI	Inclusion
E03	E030	Bocio congénito parenquimatoso	Inclusion
E03	E030	Bocio congénito no tóxico SAI	Inclusion
E03	E030	Bocio congénito no tóxico parenquimatoso	Inclusion
E03	E031	Hipotiroidismo congénito sin bocio	Canonical
E03	E031	Aplasia de tiroides	Inclusion
E03	E031	Aplasia de tiroides con mixedema	Inclusion
E03	E031	Atrofia congénita de tiroides   	Inclusion
E03	E031	Hipotiroidismo congénito SAI	Inclusion
E03	E032	Hipotiroidismo debido a medicamentos y a otras sustancias exógenas	Canonical
E03	E033	Hipotiroidismo postinfeccioso	Canonical
E03	E034	Atrofia de tiroides	Canonical
E03	E034	Atrofia de tiroides adquirida	Canonical
E03	E035	Coma mixedematoso	Canonical
E03	E038	Otros hipotiroidismos especificados	Canonical
E03	E039	Hipotiroidismo, no especificado	Canonical
E03	E039	Mixedema SAI	Inclusion
E04	E040	Bocio difuso no tóxico	Canonical
E04	E040	Bocio, no tóxico difuso	Inclusion
E04	E040	Bocio, no tóxico difuso coloide	Inclusion
E04	E040	Bocio, no tóxico simple	Inclusion
E04	E041	Nódulo tiroideo solitario no tóxico	Canonical
E04	E041	Bocio uninodular no tóxico	Inclusion
E04	E041	Nódulo coloide quístico	Inclusion
E04	E041	Nódulo coloide tiroideo	Inclusion
E04	E041	Nódulo tiroideo SAI	Inclusion
E04	E041	Nódulo tiroideo quístico SAI	Canonical
E04	E042	Bocio multinodular no tóxico	Canonical
E04	E042	Bocio multinodular SAI	Inclusion
E04	E042	Bocio multinodular quístico SAI	Inclusion
E04	E042	Bocio quístico SAI	Inclusion
E04	E048	Otros bocios no tóxicos especificados	Canonical
E04	E049	Bocio no tóxico, no especificado	Canonical
E04	E049	Bocio SAI	Inclusion
E04	E049	Bocio nodular SAI	Inclusion
E04	E049	Bocio nodular no tóxico SAI	Inclusion
E05	E050	Tirotoxicosis con bocio difuso	Canonical
E05	E050	Bocio difuso tóxico	Inclusion
E05	E050	Bocio tóxico o exoftálmico SAI	Inclusion
E05	E050	Enfermedad de Graves–Basedow	Inclusion
E05	E051	Tirotoxicosis con nódulo solitario tiroideo tóxico	Canonical
E05	E051	Tirotoxicosis con bocio tóxico uninodular	Inclusion
E05	E052	Tirotoxicosis con bocio multinodular tóxico	Canonical
E05	E052	Bocio nodular tóxico SAI	Inclusion
E05	E053	Tirotoxicosis por tejido tiroideo ectópico	Canonical
E05	E054	Tirotoxicosis facticia	Canonical
E05	E055	Crisis o tormenta tirotóxica	Canonical
E05	E058	Otras tirotoxicosis	Canonical
E05	E058	Sobreproducción de hormona estimulante de la tiroides	Inclusion
E05	E059	Tirotoxicosis, no especificada	Canonical
E05	E059	Enfermedad cardíaca tirotóxica	Inclusion
E05	E059	Hipertiroidismo SAI	Inclusion
E06	E060	Tiroiditis aguda	Canonical
E06	E060	Absceso de tiroides	Inclusion
E06	E060	Tiroiditis piógena	Inclusion
E06	E060	Tiroiditis supurativa	Inclusion
E06	E061	Tiroiditis subaguda	Canonical
E06	E061	Tiroiditis de células gigantes	Inclusion
E06	E061	Tiroiditis granulomatosa	Inclusion
E06	E061	Tiroiditis no supurativa	Inclusion
E06	E061	Tiroiditis Quervain	Inclusion
E06	E062	Tiroiditis crónica con tirotoxicosis transitoria	Canonical
E06	E063	Tiroiditis autoinmune	Canonical
E06	E063	Bocio linfoadenoideo	Inclusion
E06	E063	Estruma linfomatoso	Inclusion
E06	E063	Hashitoxicosis	Inclusion
E06	E063	Hashitoxicosis transitoria	Inclusion
E06	E063	Tiroiditis de Hashimoto	Inclusion
E06	E063	Tiroiditis linfocítica	Inclusion
E06	E064	Tiroiditis inducida por drogas	Canonical
E06	E065	Otras tiroiditis crónicas	Canonical
E06	E065	Tiroiditis crónica SAI	Inclusion
E06	E065	Tiroiditis crónica fibrosa	Inclusion
E06	E065	Tiroiditis leñosa	Inclusion
E06	E065	Tiroiditis de Riedel	Inclusion
E06	E069	Tiroiditis, no especificada	Canonical
E07	E070	Hipersecreción de calcitonina	Canonical
E07	E070	Hiperplasia de las células C tiroideas	Inclusion
E07	E070	Hipersecreción de tirocalcitonina	Inclusion
E07	E071	Bocio dishormogenético	Canonical
E07	E071	Bocio dishormogenético familiar	Inclusion
E07	E071	Síndrome de Pendred	Inclusion
E07	E078	Otros trastornos especificados de la glándula tiroides	Canonical
E07	E078	Anormalidad de la globulina tirotrópica	Inclusion
E07	E078	Hemorragia de la tiroides	Inclusion
E07	E078	Infarto de la tiroides	Inclusion
E07	E078	Síndrome del eutiroideo enfermo	Inclusion
E07	E079	Trastorno de la glándula tiroides, no especificado	Canonical
E10	E100	Diabetes mellitus insulinodependiente con coma	Canonical
E10	E100	Diabetes mellitus insulinodependiente con coma diabético	Inclusion
E10	E100	Diabetes mellitus insulinodependiente con coma diabético con o sin cetoacidosis	Inclusion
E10	E100	Diabetes mellitus insulinodependiente con coma diabético hiperosmolar	Inclusion
E10	E100	Diabetes mellitus insulinodependiente con coma diabético hipoglicémico	Inclusion
E10	E100	Diabetes mellitus insulinodependiente con coma diabético hiperglicémico SAI	Inclusion
E10	E101	Diabetes mellitus insulinodependiente con cetoacidosis	Canonical
E10	E101	Diabetes mellitus insulinodependiente con acidosis diabética, sin mención de coma	Inclusion
E10	E101	Diabetes mellitus insulinodependiente con cetoacidosis diabética, sin mención de coma	Inclusion
E10	E102	Diabetes mellitus insulinodependiente con complicaciones renales	Canonical
E10	E102	Diabetes mellitus insulinodependiente con glomerulonefrosis intracapilar	Inclusion
E10	E102	Diabetes mellitus insulinodependiente con nefropatía diabética	Inclusion
E10	E102	Diabetes mellitus insulinodependiente con Síndrome de Kimmelstiel–Wilson	Inclusion
E10	E103	Diabetes mellitus insulinodependiente con complicaciones oftálmicas	Canonical
E10	E103	Diabetes mellitus insulinodependiente con catarata diabética	Inclusion
E10	E103	Diabetes mellitus insulinodependiente con retinopatía diabética	Inclusion
E10	E104	Diabetes mellitus insulinodependiente con complicaciones neurológicas	Canonical
E10	E104	Diabetes mellitus insulinodependiente con amiotrofia diabética	Inclusion
E10	E104	Diabetes mellitus insulinodependiente con mononeuropatía diabética	Inclusion
E10	E104	Diabetes mellitus insulinodependiente con neuropatía autonómica diabética	Inclusion
E10	E104	Diabetes mellitus insulinodependiente con polineuropatía diabética	Inclusion
E10	E104	Diabetes mellitus insulinodependiente con Polineuropatía autonómica diabética	Inclusion
E10	E105	Diabetes mellitus insulinodependiente con complicaciones circulatorias periféricas	Canonical
E10	E105	Diabetes mellitus insulinodependiente con angiopatía periférica diabética	Inclusion
E10	E105	Diabetes mellitus insulinodependiente con Gangrena diabética	Inclusion
E10	E105	Diabetes mellitus insulinodependiente con Úlcera diabética	Inclusion
E10	E106	Diabetes mellitus insulinodependiente con otras complicaciones especificadas	Canonical
E10	E106	Diabetes mellitus insulinodependiente con Artropatía diabética	Inclusion
E10	E106	Diabetes mellitus insulinodependiente con Artropatía diabética neuropática	Inclusion
E10	E107	Diabetes mellitus insulinodependiente con complicaciones múltiples	Canonical
E10	E108	Diabetes mellitus insulinodependiente con complicaciones no especificadas	Canonical
E10	E109	Diabetes mellitus insulinodependiente sin mención de complicación	Canonical
E11	E110	Diabetes mellitus no insulinodependiente con coma	Canonical
E11	E110	Diabetes mellitus no insulinodependiente con coma diabético	Inclusion
E11	E110	Diabetes mellitus no insulinodependiente con coma diabético con o sin cetoacidosis	Inclusion
E11	E110	Diabetes mellitus no insulinodependiente con coma diabético hiperosmolar	Inclusion
E11	E110	Diabetes mellitus no insulinodependiente con coma diabético hipoglicémico	Inclusion
E11	E110	Diabetes mellitus no insulinodependiente con coma diabético hiperglicémico SAI	Inclusion
E11	E111	Diabetes mellitus no insulinodependiente con cetoacidosis	Canonical
E11	E111	Diabetes mellitus no insulinodependiente con acidosis diabética, sin mención de coma	Inclusion
E11	E111	Diabetes mellitus no insulinodependiente con cetoacidosis diabética, sin mención de coma	Inclusion
E11	E112	Diabetes mellitus no insulinodependiente con complicaciones renales	Canonical
E11	E112	Diabetes mellitus no insulinodependiente con glomerulonefrosis intracapilar	Inclusion
E11	E112	Diabetes mellitus no insulinodependiente con nefropatía diabética	Inclusion
E11	E112	Diabetes mellitus no insulinodependiente con Síndrome de Kimmelstiel–Wilson	Inclusion
E11	E113	Diabetes mellitus no insulinodependiente con complicaciones oftálmicas	Canonical
E11	E113	Diabetes mellitus no insulinodependiente con catarata diabética	Inclusion
E11	E113	Diabetes mellitus no insulinodependiente con retinopatía diabética	Inclusion
E11	E114	Diabetes mellitus no insulinodependiente con complicaciones neurológicas	Canonical
E11	E114	Diabetes mellitus no insulinodependiente con amiotrofia diabética	Inclusion
E11	E114	Diabetes mellitus no insulinodependiente con mononeuropatía diabética	Inclusion
E11	E114	Diabetes mellitus no insulinodependiente con neuropatía autonómica diabética	Inclusion
E11	E114	Diabetes mellitus no insulinodependiente con polineuropatía diabética	Inclusion
E11	E114	Diabetes mellitus no insulinodependiente con Polineuropatía autonómica diabética	Inclusion
E11	E115	Diabetes mellitus no insulinodependiente con complicaciones circulatorias periféricas	Canonical
E11	E115	Diabetes mellitus no insulinodependiente con angiopatía periférica diabética	Inclusion
E11	E115	Diabetes mellitus no insulinodependiente con Gangrena diabética	Inclusion
E11	E115	Diabetes mellitus no insulinodependiente con Úlcera diabética	Inclusion
E11	E116	Diabetes mellitus no insulinodependiente con otras complicaciones especificadas	Canonical
E11	E116	Diabetes mellitus no insulinodependiente con Artropatía diabética	Inclusion
E11	E116	Diabetes mellitus no insulinodependiente con Artropatía diabética neuropática	Inclusion
E11	E117	Diabetes mellitus no insulinodependiente con complicaciones múltiples	Canonical
E11	E118	Diabetes mellitus no insulinodependiente con complicaciones no especificadas	Canonical
E11	E119	Diabetes mellitus no insulinodependiente sin mención de complicación	Canonical
E12	E120	Diabetes mellitus asociada con desnutrición con coma	Canonical
E12	E120	Diabetes mellitus asociada con desnutrición con coma diabético	Inclusion
E12	E120	Diabetes mellitus asociada con desnutrición con coma diabético con o sin cetoacidosis	Inclusion
E12	E120	Diabetes mellitus asociada con desnutrición con coma diabético hiperosmolar	Inclusion
E12	E120	Diabetes mellitus asociada con desnutrición con coma diabético hipoglicémico	Inclusion
E12	E120	Diabetes mellitus asociada con desnutrición con coma diabético hiperglicémico SAI	Inclusion
E12	E121	Diabetes mellitus asociada con desnutrición con cetoacidosis	Canonical
E12	E121	Diabetes mellitus asociada con desnutrición con acidosis diabética, sin mención de coma	Inclusion
E12	E121	Diabetes mellitus asociada con desnutrición con cetoacidosis diabética, sin mención de coma	Inclusion
E12	E122	Diabetes mellitus asociada con desnutrición con complicaciones renales	Canonical
E12	E122	Diabetes mellitus asociada con desnutrición con glomerulonefrosis intracapilar	Inclusion
E12	E122	Diabetes mellitus asociada con desnutrición con nefropatía diabética	Inclusion
E12	E122	Diabetes mellitus asociada con desnutrición con Síndrome de Kimmelstiel–Wilson	Inclusion
E12	E123	Diabetes mellitus asociada con desnutrición con complicaciones oftálmicas	Canonical
E12	E123	Diabetes mellitus asociada con desnutrición con catarata diabética	Inclusion
E12	E123	Diabetes mellitus asociada con desnutrición con retinopatía diabética	Inclusion
E12	E124	Diabetes mellitus asociada con desnutrición con complicaciones neurológicas	Canonical
E12	E124	Diabetes mellitus asociada con desnutrición con amiotrofia diabética	Inclusion
E12	E124	Diabetes mellitus asociada con desnutrición con mononeuropatía diabética	Inclusion
E12	E124	Diabetes mellitus asociada con desnutrición con neuropatía autonómica diabética	Inclusion
E12	E124	Diabetes mellitus asociada con desnutrición con polineuropatía diabética	Inclusion
E12	E124	Diabetes mellitus asociada con desnutrición con Polineuropatía autonómica diabética	Inclusion
E12	E125	Diabetes mellitus asociada con desnutrición con complicaciones circulatorias periféricas	Canonical
E12	E125	Diabetes mellitus asociada con desnutrición con angiopatía periférica diabética	Inclusion
E12	E125	Diabetes mellitus asociada con desnutrición con Gangrena diabética	Inclusion
E12	E125	Diabetes mellitus asociada con desnutrición con Úlcera diabética	Inclusion
E12	E126	Diabetes mellitus asociada con desnutrición con otras complicaciones especificadas	Canonical
E12	E126	Diabetes mellitus asociada con desnutrición con Artropatía diabética	Inclusion
E12	E126	Diabetes mellitus asociada con desnutrición con Artropatía diabética neuropática	Inclusion
E12	E127	Diabetes mellitus asociada con desnutrición con complicaciones múltiples	Canonical
E12	E128	Diabetes mellitus asociada con desnutrición con complicaciones no especificadas	Canonical
E12	E129	Diabetes mellitus asociada con desnutrición sin mención de complicación	Canonical
E13	E130	Otras diabetes mellitus especificadas con coma	Canonical
E13	E130	Otras diabetes mellitus especificadas con coma diabético	Inclusion
E13	E130	Otras diabetes mellitus especificadas con coma diabético con o sin cetoacidosis	Inclusion
E13	E130	Otras diabetes mellitus especificadas con coma diabético hiperosmolar	Inclusion
E13	E130	Otras diabetes mellitus especificadas con coma diabético hipoglicémico	Inclusion
E13	E130	Otras diabetes mellitus especificadas con coma diabético hiperglicémico SAI	Inclusion
E13	E131	Otras diabetes mellitus especificadas con desnutrición con cetoacidosis	Canonical
E13	E131	Otras diabetes mellitus especificadas con acidosis diabética, sin mención de coma	Inclusion
E13	E131	Otras diabetes mellitus especificadas con cetoacidosis diabética, sin mención de coma	Inclusion
E13	E132	Otras diabetes mellitus especificadas con complicaciones renales	Canonical
E13	E132	Otras diabetes mellitus especificadas con glomerulonefrosis intracapilar	Inclusion
E13	E132	Otras diabetes mellitus especificadas con nefropatía diabética	Inclusion
E13	E132	Otras diabetes mellitus especificadas con Síndrome de Kimmelstiel–Wilson	Inclusion
E13	E133	Otras diabetes mellitus especificadas con complicaciones oftálmicas	Canonical
E13	E133	Otras diabetes mellitus especificadas con catarata diabética	Inclusion
E13	E133	Otras diabetes mellitus especificadas con retinopatía diabética	Inclusion
E13	E134	Otras diabetes mellitus especificadas con complicaciones neurológicas	Canonical
E13	E134	Otras diabetes mellitus especificadas con amiotrofia diabética	Inclusion
E13	E134	Otras diabetes mellitus especificadas con mononeuropatía diabética	Inclusion
E13	E134	Otras diabetes mellitus especificadas con neuropatía autonómica diabética	Inclusion
E13	E134	Otras diabetes mellitus especificadas con polineuropatía diabética	Inclusion
E13	E134	Otras diabetes mellitus especificadas con Polineuropatía autonómica diabética	Inclusion
E13	E135	Otras diabetes mellitus especificadas con complicaciones circulatorias periféricas	Canonical
E13	E135	Otras diabetes mellitus especificadas con angiopatía periférica diabética	Inclusion
E13	E135	Otras diabetes mellitus especificadas con Gangrena diabética	Inclusion
E13	E135	Otras diabetes mellitus especificadas con Úlcera diabética	Inclusion
E13	E136	Otras diabetes mellitus especificadas con otras complicaciones especificadas	Canonical
E13	E136	Otras diabetes mellitus especificadas con Artropatía diabética	Inclusion
E13	E136	Otras diabetes mellitus especificadas con Artropatía diabética neuropática	Inclusion
E13	E137	Otras diabetes mellitus especificadas con complicaciones múltiples	Canonical
E13	E138	Otras diabetes mellitus especificadas con complicaciones no especificadas	Canonical
E13	E139	Otras diabetes mellitus especificadas sin mención de complicación	Canonical
E14	E140	Diabetes mellitus, no especificada con coma	Canonical
E14	E140	Diabetes mellitus, no especificada con coma diabético	Inclusion
E14	E140	Diabetes mellitus, no especificada con coma diabético con o sin cetoacidosis	Inclusion
E14	E140	Diabetes mellitus, no especificada con coma diabético hiperosmolar	Inclusion
E14	E140	Diabetes mellitus, no especificada con coma diabético hipoglicémico	Inclusion
E14	E140	Diabetes mellitus, no especificada con coma diabético hiperglicémico SAI	Inclusion
E14	E141	Diabetes mellitus, no especificada con cetoacidosis	Canonical
E14	E141	Diabetes mellitus, no especificada con acidosis diabética, sin mención de coma	Inclusion
E14	E141	Diabetes mellitus, no especificada con cetoacidosis diabética, sin mención de coma	Inclusion
E14	E142	Diabetes mellitus, no especificada con complicaciones renales	Canonical
E14	E142	Diabetes mellitus, no especificada con glomerulonefrosis intracapilar	Inclusion
E14	E142	Diabetes mellitus, no especificada con nefropatía diabética	Inclusion
E14	E142	Diabetes mellitus, no especificada con Síndrome de Kimmelstiel–Wilson	Inclusion
E14	E143	Diabetes mellitus, no especificada con complicaciones oftálmicas	Canonical
E14	E143	Diabetes mellitus, no especificada con catarata diabética	Inclusion
E14	E143	Diabetes mellitus, no especificada con retinopatía diabética	Inclusion
E14	E144	Diabetes mellitus, no especificada con complicaciones neurológicas	Canonical
E14	E144	Diabetes mellitus, no especificada con amiotrofia diabética	Inclusion
E14	E144	Diabetes mellitus, no especificada con mononeuropatía diabética	Inclusion
E14	E144	Diabetes mellitus, no especificada con neuropatía autonómica diabética	Inclusion
E14	E144	Diabetes mellitus, no especificada con polineuropatía diabética	Inclusion
E14	E144	Diabetes mellitus, no especificada con Polineuropatía autonómica diabética	Inclusion
E14	E145	Diabetes mellitus, no especificada con complicaciones circulatorias periféricas	Canonical
E14	E145	Diabetes mellitus, no especificada con angiopatía periférica diabética	Inclusion
E14	E145	Diabetes mellitus, no especificada con Gangrena diabética	Inclusion
E14	E145	Diabetes mellitus, no especificada con Úlcera diabética	Inclusion
E14	E146	Diabetes mellitus, no especificada con otras complicaciones especificadas	Canonical
E14	E146	Diabetes mellitus, no especificada con Artropatía diabética	Inclusion
E14	E146	Diabetes mellitus, no especificada con Artropatía diabética neuropática	Inclusion
E14	E147	Diabetes mellitus, no especificada con complicaciones múltiples	Canonical
E14	E148	Diabetes mellitus, no especificada con complicaciones no especificadas	Canonical
E14	E149	Diabetes mellitus, no especificada sin mención de complicación	Canonical
E16	E160	Hipoglicemia sin coma, inducida por drogas	Canonical
E16	E161	Otras hipoglicemias	Canonical
E16	E161	Encefalopatía postcoma hipoglicémico	Inclusion
E16	E161	Hiperinsulinismo SAI	Inclusion
E16	E161	Hiperinsulinismo funcional	Inclusion
E16	E161	Hiperplasia de las células beta de los islotes del páncreas SAI	Inclusion
E16	E161	Hipoglicemia funcional no hiperinsulinémica	Inclusion
E16	E162	Hipoglicemia, no especificada	Canonical
E16	E163	Secreción exagerada del glucagón	Canonical
E16	E163	Hiperplasia de las células endocrinas pancreáticas con exceso de glucagón	Inclusion
E16	E164	Secreción anormal de gastrina	Canonical
E16	E164	Hipergastrinemia	Inclusion
E16	E164	Síndrome de Zollinger-Ellison	Inclusion
E16	E168	Otros trastornos especificados de la secreción interna del páncreas	Canonical
E16	E168	Aumento de la secreción por el páncreas endocrino de la hormona liberadora de la hormona del crecimiento	Inclusion
E16	E168	Aumento de la secreción por el páncreas endocrino del polipéptido intestinal vasoactivo	Inclusion
E16	E168	Aumento de la secreción por el páncreas endocrino del polipéptido pancreático	Inclusion
E16	E168	Aumento de la secreción por el páncreas endocrino de la somatostatina	Inclusion
E16	E169	Trastornos de la secreción interna del páncreas, sin otra especificación	Canonical
E16	E169	Hiperplasia de las células endocrinas pancreáticas SAI	Inclusion
E16	E169	Hiperplasia de las células de los islotes (de Langerhans) SAI	Inclusion
E20	E200	Hipoparatiroidismo idiopático	Canonical
E20	E201	Pseudohipoparatiroidismo	Canonical
E20	E208	Otros tipos de hipoparatiroidismo	Canonical
E20	E209	Hipoparatiroidismo, no especificado	Canonical
E20	E209	Tetania paratiroidea	Inclusion
E21	E210	Hiperparatiroidismo primario	Canonical
E21	E210	Hiperplasia de la glándula paratiroides	Inclusion
E21	E210	Hiperplasia de las glándulas paratiroides	Inclusion
E21	E210	Osteítis fibroquística generalizada [enfermedad ósea de von Recklinghausen]	Inclusion
E21	E211	Hiperparatiroidismo secundario no clasificado en otra parte	Canonical
E21	E212	Otros tipos de hiperparatiroidismo	Canonical
E21	E213	Hiperparatiroidismo, sin otra especificación	Canonical
E21	E214	Otros trastornos especificados de la glándula paratiroides	Canonical
E21	E215	Trastorno de la glándula paratiroides, no especificado	Canonical
E22	E220	Acromegalia y gigantismo hipofisario	Canonical
E22	E220	Artropatía asociada con acromegalia	Inclusion
E22	E220	Sobreproducción de hormona del crecimiento	Inclusion
E22	E221	Hiperprolactinemia	Canonical
E22	E222	Síndrome de secreción inapropiada de hormona antidiurética	Canonical
E22	E228	Otras hiperfunciones de la glándula hipófisis	Canonical
E22	E228	Pubertad precoz central	Inclusion
E22	E229	Hiperfunción de la glándula hipófisis, no especificada	Canonical
E23	E230	Hipopituitarismo	Canonical
E23	E230	Caquexia hipofisaria	Inclusion
E23	E230	Enanismo hipofisario	Inclusion
E23	E230	Insuficiencia SAI hipofisaria	Inclusion
E23	E230	Deficiencia aislada de gonadotropina	Inclusion
E23	E230	Deficiencia aislada de hormona del crecimiento	Inclusion
E23	E230	Deficiencia aislada de hormona hipofisaria	Inclusion
E23	E230	Deficiencia idiopática de la hormona del crecimiento	Inclusion
E23	E230	Enanismo de Lorain–Levi	Inclusion
E23	E230	Enfermedad de Simmonds	Inclusion
E23	E230	Hipofisoprivia	Inclusion
E23	E230	Hipogonadismo hipogonadotrópico	Inclusion
E23	E230	Necrosis de la glándula hipófisis	Inclusion
E23	E230	Necrosis de la glándula hipófisis postparto	Inclusion
E23	E230	Panhipopituitarismo	Inclusion
E23	E230	Síndrome del eunuco fértil	Inclusion
E23	E230	Síndrome de Kallmann	Inclusion
E23	E230	Síndrome de Sheehan	Inclusion
E23	E231	Hipopituitarismo inducido por drogas	Canonical
E23	E232	Diabetes insípida	Canonical
E23	E233	Disfunción hipotalámica, no clasificada en otra parte	Canonical
E23	E236	Otros trastornos de la glándula hipófisis	Canonical
E23	E236	Abceso de la hipófisis	Inclusion
E23	E236	Distrofia adiposogenital	Inclusion
E23	E237	Trastorno de la glándula hipófisis, no especificado	Canonical
E24	E240	Enfermedad de Cushing dependiente de la hipófisis	Canonical
E24	E240	Hipercorticalismo dependiente de la hipófisis	Inclusion
E24	E240	Sobreproducción de ACTH hipofisaria	Inclusion
E24	E241	Síndrome de Nelson	Canonical
E24	E242	Síndrome de Cushing inducido por drogas	Canonical
E24	E243	Síndrome de ACTH ectópico	Canonical
E24	E244	Síndrome de seudo–Cushing inducido por alcohol	Canonical
E24	E248	Otros tipos de síndrome de Cushing	Canonical
E24	E249	Síndrome de Cushing, no especificado	Canonical
E25	E250	Trastornos adrenogenitales congénitos con deficiencia enzimática	Canonical
E25	E250	Deficiencia de la 21-hidroxilasa	Inclusion
E25	E250	Hiperplasia suprarrenal congénita	Inclusion
E25	E250	Hiperplasia suprarrenal congénita con pérdida de sal	Inclusion
E25	E258	Otros trastornos adrenogenitales	Canonical
E25	E258	Trastorno adrenogenital idiopático	Inclusion
E25	E259	Trastorno adrenogenital, no especificado	Canonical
E25	E259	Síndrome adrenogenital SAI	Inclusion
E26	E260	Hiperaldosteronismo primario	Canonical
E26	E260	Aldosteronismo primario debido a hiperplasia suprarrenal (bilateral)	Inclusion
E26	E260	Síndrome de Conn	Inclusion
E26	E261	Hiperaldosteronismo secundario	Canonical
E26	E268	Otros tipos de hiperaldosteronismo	Canonical
E26	E268	Síndrome de Bartter	Inclusion
E26	E269	Hiperaldosteronismo, no especificado	Canonical
E27	E270	Otra hiperactividad corticosuprarrenal	Canonical
E27	E270	Adrenarquia prematura	Inclusion
E27	E270	Sobreproducción de ACTH, no asociada con la enfermedad de Cushing	Inclusion
E27	E271	Insuficiencia corticosuprarrenal primaria	Canonical
E27	E271	Adrenalitis autoinmune	Inclusion
E27	E271	Enfermedad de Addison	Inclusion
E27	E272	Crisis addisoniana	Canonical
E27	E272	Crisis corticosuprarrenal	Inclusion
E27	E272	Crisis suprarrenal	Inclusion
E27	E273	Insuficiencia corticosuprarrenal inducida por drogas	Canonical
E27	E274	Otras insuficiencias corticosuprarrenales y las no especificadas	Canonical
E27	E274	Hemorragia suprarrenal	Inclusion
E27	E274	Infarto suprarrenal	Inclusion
E27	E274	Hipoaldosteronismo	Inclusion
E27	E274	Insuficiencia adrenocortical SAI	Inclusion
E27	E275	Hiperfunción de la médula suprarrenal	Canonical
E27	E275	Hiperplasia medulosuprarrenal	Inclusion
E27	E275	Hipersecreción de catecolaminas	Inclusion
E27	E278	Otros trastornos especificados de la glándula suprarrenal	Canonical
E27	E278	Anormalidad de la globulina corticotrópica	Inclusion
E27	E279	Trastorno de la glándula suprarrenal, no especificado	Canonical
E28	E280	Exceso de estrógenos	Canonical
E28	E281	Exceso de andrógenos	Canonical
E28	E281	Hipersecreción de andrógenos ováricos	Inclusion
E28	E282	Síndrome de ovario poliquístico	Canonical
E28	E282	Síndrome de ovario escleroquístico	Inclusion
E28	E282	Síndrome de Stein–Leventhal	Inclusion
E28	E283	Insuficiencia ovárica primaria	Canonical
E28	E283	Disminución de estrógeno	Inclusion
E28	E283	Menopausia prematura SAI	Inclusion
E28	E283	Síndrome de ovario resistente	Inclusion
E28	E288	Otras disfunciones ováricas	Canonical
E28	E288	Hiperfunción ovárica SAI	Inclusion
E28	E289	Disfunción ovárica, no especificada	Canonical
E29	E290	Hiperfunción testicular	Canonical
E29	E290	Hipersecreción de hormonas testiculares	Inclusion
E29	E291	Hipofunción testicular	Canonical
E29	E291	Biosíntesis defectuosa de andrógenos testiculares SAI	Inclusion
E29	E291	Deficiencia de 5-alfa-reductasa	Inclusion
E29	E291	Deficiencia de 5-alfa-reductasa con seudohermafroditismo masculino	Inclusion
E29	E291	Hipogonadismo testicular SAI	Inclusion
E29	E298	Otras disfunciones testiculares	Canonical
E29	E299	Disfunción testicular, no especificada	Canonical
E30	E300	Pubertad retardada	Canonical
E30	E300	Desarrollo sexual retardado	Inclusion
E30	E300	Retardo constitucional de la pubertad	Inclusion
E30	E301	Pubertad precoz	Canonical
E30	E301	Menstruación precoz	Inclusion
E30	E308	Otros trastornos de la pubertad	Canonical
E30	E308	Telarquia prematura	Inclusion
E30	E309	Trastorno de la pubertad, no especificado	Canonical
E31	E310	Insuficiencia poliglandular autoinmune	Canonical
E31	E310	Síndrome de Schmidt	Inclusion
E31	E311	Hiperfunción poliglandular	Canonical
E31	E318	Otras disfunciones poliglandulares	Canonical
E31	E319	Disfunción poliglandular, no especificada	Canonical
E32	E320	Hiperplasia persistente del timo	Canonical
E32	E320	Hipertrofia del timo	Inclusion
E32	E321	Absceso del timo	Canonical
E32	E328	Otras enfermedades del timo	Canonical
E32	E329	Enfermedad del timo, no especificada	Canonical
E34	E340	Síndrome carcinoide	Canonical
E34	E341	Otras hipersecreciones de hormonas intestinales	Canonical
E34	E342	Secreción hormonal ectópica, no clasificada en otra parte	Canonical
E34	E343	Enanismo, no clasificado en otra parte	Canonical
E34	E343	Enanismo SAI	Inclusion
E34	E343	Enanismo constitucional	Inclusion
E34	E343	Enanismo psicosocial	Inclusion
E34	E343	Enanismo tipo Laron	Inclusion
E34	E344	Estatura alta constitucional	Canonical
E34	E344	Gigantismo constitucional	Inclusion
E34	E345	Síndrome de resistencia androgénica	Canonical
E34	E345	Feminización testicular (síndrome)	Inclusion
E34	E345	Seudohermafroditismo masculino con resistencia androgénica	Inclusion
E34	E345	Síndrome de Reifenstein	Inclusion
E34	E345	Trastorno del receptor hormonal periférico	Inclusion
E34	E348	Otros trastornos endocrinos especificados	Canonical
E34	E348	Disfunción de la glándula pineal	Inclusion
E34	E348	Progeria	Inclusion
